Distrito  Município	Freguesia	Nª Hab.	Área (ha)                 
Leiria    Caldas da Rainha    Sta. Catarina    3 282     1 994
Leiria    Caldas da Rainha    S. Gregório    907    1 442
Leiria    Caldas da Rainha    Serra do Bouro    720    1 798
Leiria    Caldas da Rainha    Tornada    3 150     1 982
Leiria    Caldas da Rainha    Vidais    1 178     2 221 
Leiria    Castanheira de Pera    Castanheira de Pera    3 579     5 005
Leiria    Castanheira de Pera    Coentral    154    1 681 
Leiria    Figueiró dos Vinhos    Aguda    1 394     3 847
Leiria    Figueiró dos Vinhos    Arega    1 154     2 849
Leiria    Figueiró dos Vinhos    Bairradas    610    1 177
Leiria    Figueiró dos Vinhos    Campelo    359    5 155
Leiria    Figueiró dos Vinhos    Figueiró dos Vinhos    3 835     4 167 
Leiria    Leiria    Amor    4 738     1 813
Leiria    Leiria    Arrabal    2 719     2 007
Leiria    Leiria    Azoia    2 269     1 243
Leiria    Leiria    Bajouca    2 015     1 321
Leiria    Leiria    Barosa    1 846     1 255
Leiria    Leiria    Barreira    3 301     1 176
Leiria    Leiria    Bidoeira de Cima    2 073     1 554
Leiria    Leiria    Boa Vista    1 926     899
Leiria    Leiria    Caranguejeira    4 992     3 021
Leiria    Leiria    Carreira    1 337     539
Leiria    Leiria    Carvide    2 913     1 731
Leiria    Leiria    Chainça    815    534
Leiria    Leiria    Coimbrão    1 930     5 462
Leiria    Leiria    Colmeias    3 717     3 311
Leiria    Leiria    Cortes    2 854     1 633
Leiria    Leiria    Leiria    13 947     685
Leiria    Leiria    Maceira    9 981     4 818
Leiria    Leiria    Marrazes    20 444     1 890
Leiria    Leiria    Memória    885    1 125
Leiria    Leiria    Milagres    2 961     1 602
Leiria    Leiria    Monte Real    2 778     1 223
Leiria    Leiria    Monte Redondo    4 335     4 207
Leiria    Leiria    Ortigosa    1 802     1 321
Leiria    Leiria    Parceiros    3 304     1 299
Leiria    Leiria    Pousos    7 325     1 579
Leiria    Leiria    Regueira de Pontes    2 263     1 204
Leiria    Leiria    Sta. Catarina da Serra    3 962     3 980
Leiria    Leiria    Sta. Eufémia    2 420     1 002
Leiria    Leiria    Souto da Carpalhosa    4 018     3 032 
Leiria    Marinha Grande    Marinha Grande    28 372     13 887
Leiria    Marinha Grande    Moita    1 418     781
Leiria    Marinha Grande    Vieira de Leiria    5 781     4 250 
Leiria    Nazaré    Famalicão    1 672     2 144
Leiria    Nazaré    Nazaré    10 080     4 068
Leiria    Nazaré    Valado dos Frades    3 308     1 837 
Leiria    Óbidos    A dos Negros    1 493     1 682
Leiria    Óbidos    Amoreira    985    1 939
Leiria    Óbidos    Gaeiras    1 858     1 020
Leiria    Óbidos    Óbidos (Sta. Maria)    1 788     2 213
Leiria    Óbidos    Óbidos (S. Pedro)    1 280     1 041
Leiria    Óbidos    Olho Marinho    1 258     1 832
Leiria    Óbidos    Sobral da Lagoa    420    488
Leiria    Óbidos    Usseira    918    712
Leiria    Óbidos    Vau    875    3 290 
Leiria    Pedrogão Grande    Graça    908    3 120
Leiria    Pedrogão Grande    Pedrógão Grande    2 788     8 007
Leiria    Pedrogão Grande    Vila Facaia    702    1 732 
Leiria    Peniche    Atouguia da Baleia    7 988     4 604
Leiria    Peniche    Ferrel    2 356     1 387
Leiria    Peniche    Peniche (Ajuda)    8 660     437
Leiria    Peniche    Peniche (Conceição)    4 840     78
Leiria    Peniche    Peniche (S. Pedro)    2 095     319
Leiria    Peniche    Serra d'El-Rei    1 377     916
Leiria    Pombal    Abiul    3 090     5 316
Leiria    Pombal    Albergaria dos Doze    1 745     2 284
Leiria    Pombal    Almagreira    3 075     4 318
Leiria    Pombal    Carnide    1 722     2 293
Leiria    Pombal    Carriço    3 872     8 483
Leiria    Pombal    Guia    2 726     3 791
Leiria    Pombal    Ilha    1 863     1 620
Leiria    Pombal    Louriçal    5 095     4 804
Leiria    Pombal    Mata Mourisca    1 942     2 478
Leiria    Pombal    Meirinhas    1 732     904
Leiria    Pombal    Pelariga    2 291     2 465
Leiria    Pombal    Pombal    16 049     9 761
Leiria    Pombal    Redinha    2 363     4 208
Leiria    Pombal    Santiago de Litém    2 550     3 102
Leiria    Pombal    S. Simão de Litém    1 605     1 603
Leiria    Pombal    Vermoil    2 855     2 171
Leiria    Pombal    Vila Cã    1 725     3 035 
Leiria    Porto de Mós    Alcaria    256    1 415
Leiria    Porto de Mós    Alqueidão da Serra    1 813     2 127
Leiria    Porto de Mós    Alvados    558    2 103
Leiria    Porto de Mós    Arrimal    747    1 857
Leiria    Porto de Mós    Calvaria de Cima    2 179     1 011
Leiria    Porto de Mós    Juncal    3 241     2 667
Leiria    Porto de Mós    Mendiga    1 016     2 001
Leiria    Porto de Mós    Mira de Aire    3 951     1 677
Leiria    Porto de Mós    Pedreiras    2 655     1 128
Leiria    Porto de Mós    Porto de Mós (S. João Baptista)    2 919     1 498
Leiria    Porto de Mós    Porto de Mós (S. Pedro)    2 869     1 618
Leiria    Porto de Mós    S. Bento    953    3 970
Leiria    Porto de Mós    Serro Ventoso    1 114     3 416 
Lisboa    Alenquer    Abrigada    3 416     3 923
Lisboa    Alenquer    Aldeia Galega da Merceana    2 175     1 969
Lisboa    Alenquer    Aldeia Gavinha    1 173     822
Lisboa    Alenquer    Alenquer (Santo Estêvão)    5 338     1 609
Lisboa    Alenquer    Alenquer (Triana)    3 532     3 228
Lisboa    Alenquer    Cabanas de Torres    1 013     679
Lisboa    Alenquer    Cadafais    1 687     929
Lisboa    Alenquer    Carnota    1 695     1 803
Lisboa    Alenquer    Carregado    9 066     1 552
Lisboa    Alenquer    Meca    1 809     1 408
Lisboa    Alenquer    Olhalvo    2 006     825
Lisboa    Alenquer    Ota    1 198     4 636
Lisboa    Alenquer    Pereiro de Palhacana    591    912
Lisboa    Alenquer    Ribafria    974    910
Lisboa    Alenquer    Ventosa    2 217     2 210
Lisboa    Alenquer    Vila Verde dos Francos    1 290     2 802 
Lisboa    Amadora    Alfornelos    14 304     84
Lisboa    Amadora    Alfragide    8 739     135
Lisboa    Amadora    Brandoa    15 647     239
Lisboa    Amadora    Buraca    16 061     166
Lisboa    Amadora    Damaia    20 591     141
Lisboa    Amadora    Falagueira    14 436     145
Lisboa    Amadora    Mina    18 915     276
Lisboa    Amadora    Reboleira    15 543     74
Lisboa    Amadora    S. Brás    20 695     512
Lisboa    Amadora    Venda Nova    11 334     126
Lisboa    Amadora    Venteira    19 607     480
Lisboa    Arruda dos Vinhos    Arranhó    2 495     2 123
Lisboa    Arruda dos Vinhos    Arruda dos Vinhos    5 835     3 424
Lisboa    Arruda dos Vinhos    Cardosas    746    599
Lisboa    Arruda dos Vinhos    Santiago dos Velhos    1 274     1 625
Lisboa    Azambuja    Alcoentre    3 535     4 700
Lisboa    Azambuja    Aveiras de Baixo    1 355     1 888
Lisboa    Azambuja    Aveiras de Cima    4 661     2 608
Lisboa    Azambuja    Azambuja    6 914     8 345
Lisboa    Azambuja    Maçussa    506    739
Lisboa    Azambuja    Manique do Intendente    1 392     3 597
Lisboa    Azambuja    Vale do Paraíso    1 040     445
Lisboa    Azambuja    Vila Nova da Rainha    710    2 406
Lisboa    Azambuja    Vila Nova de S. Pedro    725    1 438 
Lisboa    Cadaval    Alguber    1 011     1 919
Lisboa    Cadaval    Cadaval    2 435     1 269
Lisboa    Cadaval    Cercal    534    2 032
Lisboa    Cadaval    Figueiros    765    511
Lisboa    Cadaval    Lamas    3 156     3 747
Lisboa    Cadaval    Painho    1 367     870
Lisboa    Cadaval    Peral    953    1 639
Lisboa    Cadaval    Pêro Moniz    644    2 553
Lisboa    Cadaval    Vermelha    1 390     1 192
Lisboa    Cadaval    Vilar    1 688     1 685 
Lisboa    Cascais    Alcabideche    31 801     3 976
Lisboa    Cascais    Carcavelos    20 037     437
Lisboa    Cascais    Cascais    33 255     2 007
Lisboa    Cascais    Estoril    23 769     879
Lisboa    Cascais    Parede    17 830     356
Lisboa    Cascais    S. Domingos de Rana    43 991     2 051
Lisboa    Lisboa    Ajuda    17 961     315
Lisboa    Lisboa    Alcântara    14 443     439
Lisboa    Lisboa    Alto do Pina    10 253     82
Lisboa    Lisboa    Alvalade    9 620     58
Lisboa    Lisboa    Ameixoeira    9 644     162
Lisboa    Lisboa    Anjos    9 738     48
Lisboa    Lisboa    Beato    14 241     141
Lisboa    Lisboa    Benfica    41 368     794
Lisboa    Lisboa    Campo Grande    11 148     244
Lisboa    Lisboa    Campolide    15 928     279
Lisboa    Lisboa    Carnide    21 097     402
Lisboa    Lisboa    Castelo    587    5
Lisboa    Lisboa    Charneca    10 509     170
Lisboa    Lisboa    Coração de Jesus    4 319     54
Lisboa    Lisboa    Encarnação    3 182     15
Lisboa    Lisboa    Graça    6 960     34
Lisboa    Lisboa    Lapa    8 671     72
Lisboa    Lisboa    Lumiar    35 585     628
Lisboa    Lisboa    Madalena    380    11
Lisboa    Lisboa    Mártires    341    10
Lisboa    Lisboa    Marvila    38 766     629
Lisboa    Lisboa    Mercês    5 093     30
Lisboa    Lisboa    N. S. de Fátima    27 111     187
Lisboa    Lisboa    Pena    6 068     49
Lisboa    Lisboa    Penha de França    13 722     66
Lisboa    Lisboa    Prazeres    8 492     148
Lisboa    Lisboa    Sacramento    880    8
Lisboa    Lisboa    Sta. Catarina    4 081     21
Lisboa    Lisboa    Sta. Engrácia    5 860     57
Lisboa    Lisboa    Sta. Isabel    7 270     62
Lisboa    Lisboa    Sta. Justa    700    24
Lisboa    Lisboa    Sta. Maria de Belém    9 752     339
Lisboa    Lisboa    Sta. Maria dos Olivais    46 410     1 066
Lisboa    Lisboa    Santiago    857    6
Lisboa    Lisboa    Santo Condestável    17 553     101
Lisboa    Lisboa    Santo Estêvão    2 047     18
Lisboa    Lisboa    Santos-o-Velho    4 013     51
Lisboa    Lisboa    S. Cristovão e S. Lourenço    1 612     8
Lisboa    Lisboa    S. Domingos de Benfica    33 678     430
Lisboa    Lisboa    S. Francisco Xavier    8 100     210
Lisboa    Lisboa    S. João    17 073     156
Lisboa    Lisboa    S. João de Brito    13 449     228
Lisboa    Lisboa    S. João de Deus    10 782     90
Lisboa    Lisboa    S. Jorge de Arroios    17 403     113
Lisboa    Lisboa    S. José    3 279     34
Lisboa    Lisboa    S. Mamede    6 004     60
Lisboa    Lisboa    S. Miguel    1 777     6
Lisboa    Lisboa    S. Nicolau    1 175     25
Lisboa    Lisboa    S. Paulo    3 521     41
Lisboa    Lisboa    S. Sebastião da Pedreira    5 871     105
Lisboa    Lisboa    S. Vicente de Fora    4 267     31
Lisboa    Lisboa    Sé    1 160     12
Lisboa    Lisboa    Socorro    2 676     11
Lisboa    Loures    Apelação    6 043     143
Lisboa    Loures    Bobadela    8 577     322
Lisboa    Loures    Bucelas    4 810     3 390
Lisboa    Loures    Camarate    18 822     517
Lisboa    Loures    Fanhões    2 698     1 162
Lisboa    Loures    Frielas    2 676     563
Lisboa    Loures    Loures    24 237     2 491
Lisboa    Loures    Lousa    3 420     1 650
Lisboa    Loures    Moscavide    12 184     77
Lisboa    Loures    Portela    15 441     88
Lisboa    Loures    Prior Velho    6 683     161
Lisboa    Loures    Sacavém    17 659     415
Lisboa    Loures    Sta. Iria de Azóia    17 571     717
Lisboa    Loures    Santo Antão do Tojal    4 192     1 510
Lisboa    Loures    Santo António dos Cavaleiros    21 947     466
Lisboa    Loures    S. João da Talha    17 970     590
Lisboa    Loures    S. Julião do Tojal    3 600     1 328
Lisboa    Loures    Unhos    10 531     448
Lisboa    Lourinhã    Atalaia    1 555     765
Lisboa    Lourinhã    Lourinhã    8 797     3 886
Lisboa    Lourinhã    Marteleira    1 538     697
Lisboa    Lourinhã    Miragaia    1 670     1 215
Lisboa    Lourinhã    Moita dos Ferreiros    1 740     2 475
Lisboa    Lourinhã    Moledo    425    740
Lisboa    Lourinhã    Reguengo Grande    1 562     1 552
Lisboa    Lourinhã    Ribamar    2 080     573
Lisboa    Lourinhã    Sta. Bárbara    1 414     751
Lisboa    Lourinhã    S. Bartolomeu dos Galegos    1 041     1 252
Lisboa    Lourinhã    Vimeiro    1 443     701
Lisboa    Mafra    Azueira    2 877     1 506
Lisboa    Mafra    Carvoeira    1 432     832
Lisboa    Mafra    Cheleiros    1 365     1 153
Lisboa    Mafra    Encarnação    3 893     2 854
Lisboa    Mafra    Enxara do Bispo    1 647     1 796
Lisboa    Mafra    Ericeira    6 597     1 219
Lisboa    Mafra    Gradil    901    744
Lisboa    Mafra    Igreja Nova    2 280     2 562
Lisboa    Mafra    Mafra    11 276     4 767
Lisboa    Mafra    Malveira    4 457     992
Lisboa    Mafra    Milharado    5 251     2 080
Lisboa    Mafra    Santo Estêvão das Galés    1 620     1 846
Lisboa    Mafra    Santo Isidoro    2 992     2 483
Lisboa    Mafra    S. Miguel de Alcainça    1 170     692
Lisboa    Mafra    Sobral da Abelheira    1 052     1 557
Lisboa    Mafra    Venda do Pinheiro    4 660     1 443
Lisboa    Mafra    Vila Franca do Rosário    888    617
Lisboa    Oeiras    Algés    19 540     192
Lisboa    Oeiras    Barcarena    11 847     901
Lisboa    Oeiras    Carnaxide    21 353     644
Lisboa    Oeiras    Caxias    8 694     341
Lisboa    Oeiras    Cruz Quebrada-Dafundo    6 591     300
Lisboa    Oeiras    Linda-a-Velha    21 952     232
Lisboa    Oeiras    Oeiras e S. Julião da Barra    34 850     227
Lisboa    Oeiras    Paço de Arcos    23 496     663
Lisboa    Oeiras    Porto Salvo    13 724     349
Lisboa    Oeiras    Queijas    8 771     735
Lisboa    Sintra    Agualva    (*)     (*)
Lisboa    Sintra    Algueirão-Mem Martins    63 546     1 637
Lisboa    Sintra    Almargem do Bispo    8 417     3 742
Lisboa    Sintra    Belas    21 172     2 189
Lisboa    Sintra    Cacém    (*)     (*)
Lisboa    Sintra    Casal de Cambra    9 864     240
Lisboa    Sintra    Colares    7 472     3 307
Lisboa    Sintra    Massamá    28 174     278
Lisboa    Sintra    Mira-Sintra    (*)     (*)
Lisboa    Sintra    Monte Abraão    22 039     189
Lisboa    Sintra    Montelavar    3 645     1 144
Lisboa    Sintra    Pero Pinheiro    4 713     1 606
Lisboa    Sintra    Queluz    27 910     293
Lisboa    Sintra    Rio de Mouro    46 023     1 643
Lisboa    Sintra    S. João das Lampas    9 665     5 729
Lisboa    Sintra    S. Marcos    (*)     (*)
Lisboa    Sintra    Sintra (Sta. Maria e S. Miguel)    9 274     1 153
Lisboa    Sintra    Sintra (S. Martinho)    5 907     2 428
Lisboa    Sintra    Sintra (S. Pedro de Penaferrim)    9 459     2 646
Lisboa    Sintra    Terrugem    4 617     2 331 
Lisboa    Sobral de Monte Agraço    Santo Quintino    3 432     2 888
Lisboa    Sobral de Monte Agraço    Sapataria    2 558     1 440
Lisboa    Sobral de Monte Agraço    Sobral de Monte Agraço    2 937     867
Lisboa    Torres Vedras    A dos Cunhados    6 936     4 398
Lisboa    Torres Vedras    Campelos    2 708     2 420
Lisboa    Torres Vedras    Carmões    847    684
Lisboa    Torres Vedras    Carvoeira    1 610     1 428
Lisboa    Torres Vedras    Dois Portos    2 153     3 821
Lisboa    Torres Vedras    Freiria    2 464     1 338
Lisboa    Torres Vedras    Maceira    1 845     828
Lisboa    Torres Vedras    Matacães    1 222     1 334
Lisboa    Torres Vedras    Maxial    2 962     2 790
Lisboa    Torres Vedras    Monte Redondo    787    911
Lisboa    Torres Vedras    Outeiro da Cabeça    932    702
Lisboa    Torres Vedras    Ponte do Rol    2 081     977
Lisboa    Torres Vedras    Ramalhal    3 052     3 690
Lisboa    Torres Vedras    Runa    1 032     671
Lisboa    Torres Vedras    S. Pedro da Cadeira    4 339     2 319
Lisboa    Torres Vedras    Silveira    6 496     2 476
Lisboa    Torres Vedras    Torres Vedras (S. Pedro e Santiago)    17 548     2 925
Lisboa    Torres Vedras    Torres Vedras (Sta. Maria do Castelo)    5 061     1 773
Lisboa    Torres Vedras    Turcifal    3 008     2 451
Lisboa    Torres Vedras    Ventosa    5 167     2 653 
Lisboa    Vila Franca de Xira    Alhandra    7 205     165
Lisboa    Vila Franca de Xira    Alverca do Ribatejo    29 086     1 789
Lisboa    Vila Franca de Xira    Cachoeiras    769    984
Lisboa    Vila Franca de Xira    Calhandriz    847    712
Lisboa    Vila Franca de Xira    Castanheira do Ribatejo    7 258     1 528
Lisboa    Vila Franca de Xira    Forte da Casa    10 979     478
Lisboa    Vila Franca de Xira    Póvoa de Sta. Iria    24 277     395
Lisboa    Vila Franca de Xira    S. João dos Montes    4 409     1 799
Lisboa    Vila Franca de Xira    Sobralinho    4 165     461
Lisboa    Vila Franca de Xira    Vialonga    15 471     1 752
Lisboa    Vila Franca de Xira    Vila Franca de Xira    18 442     19 325 
Lisboa    Odivelas    Caneças    10 647     585
Lisboa    Odivelas    Famões    9 008     469
Lisboa    Odivelas    Odivelas    53 448     502
Lisboa    Odivelas    Olival de Basto    6 246     139
Lisboa    Odivelas    Pontinha    24 023     455
Lisboa    Odivelas    Póvoa de Santo Adrião    14 704     78
Lisboa    Odivelas    Ramada    15 770     386
Portalegre    Amarante    Aboadela    887    2 085
Porto    Amarante    Aboim    652    508
Porto    Amarante    Amarante (S. Gonçalo)    6 503     475
Porto    Amarante    Ansiães    815    2 643
Porto    Amarante    Ataíde    1 082     147
Porto    Amarante    Bustelo    577    665
Porto    Amarante    Canadelo    217    1 295
Porto    Amarante    Candemil    1 039     1 125
Porto    Amarante    Carneiro    354    983
Porto    Amarante    Carvalho de Rei    198    735
Porto    Amarante    Cepelos    1 539     338
Porto    Amarante    Chapa    264    371
Porto    Amarante    Figueiró (Sta. Cristina)    1 532     402
Porto    Amarante    Figueiró (Santiago)    2 986     407
Porto    Amarante    Fregim    2 507     847
Porto    Amarante    Freixo de Baixo    1 543     639
Porto    Amarante    Freixo de Cima    2 196     272
Porto    Amarante    Fridão    845    620
Porto    Amarante    Gatão    1 564     542
Porto    Amarante    Gondar    1 693     963
Porto    Amarante    Gouveia (S. Simão)    740    1 279
Porto    Amarante    Jazente    660    417
Porto    Amarante    Lomba    859    322
Porto    Amarante    Louredo    655    323
Porto    Amarante    Lufrei    1 799     629
Porto    Amarante    Madalena    1 864     242
Porto    Amarante    Mancelos    3 504     1 201
Porto    Amarante    Oliveira    952    343
Porto    Amarante    Olo    446    682
Porto    Amarante    Padronelo    904    151
Porto    Amarante    Real    3 429     773
Porto    Amarante    Rebordelo    398    1 744
Porto    Amarante    Salvador do Monte    1 154     747
Porto    Amarante    Sanche    523    339
Porto    Amarante    Telões    4 535     1 386
Porto    Amarante    Travanca    2 502     825
Porto    Amarante    Várzea    563    539
Porto    Amarante    Vila Caiz    3 398     900
Porto    Amarante    Vila Chão do Marão    1 078     661
Porto    Amarante    Vila Garcia    671    360
Porto    Baião    Ancede    2 618     1 183
Porto    Baião    Baião (Sta. Leocádia)    641    456
Porto    Baião    Campelo    2 774     1 639
Porto    Baião    Covelas    724    620
Porto    Baião    Frende    815    267
Porto    Baião    Gestaçô    1 417     1 408
Porto    Baião    Gove    2 030     1 227
Porto    Baião    Grilo    680    611
Porto    Baião    Loivos da Ribeira    562    261
Porto    Baião    Loivos do Monte    395    981
Porto    Baião    Mesquinhata    408    316
Porto    Baião    Ovil    901    1 853
Porto    Baião    Ribadouro    410    307
Porto    Baião    Sta. Cruz do Douro    1 803     1 014
Porto    Baião    Sta. Marinha do Zêzere    2 852     1 064
Porto    Baião    Teixeira    874    2 085
Porto    Baião    Teixeiró    444    466
Porto    Baião    Tresouras    520    483
Porto    Baião    Valadares    885    810
Porto    Baião    Viariz    602    520
Porto    Felgueiras    Aião    908    289
Porto    Felgueiras    Airães    2 628     448
Porto    Felgueiras    Borba de Godim    2 340     798
Porto    Felgueiras    Caramos    1 974     354
Porto    Felgueiras    Friande    1 664     330
Porto    Felgueiras    Idães    2 505     725
Porto    Felgueiras    Jugueiros    1 531     751
Porto    Felgueiras    Lagares    2 526     252
Porto    Felgueiras    Lordelo    356    150
Porto    Felgueiras    Macieira da Lixa    2 065     512
Porto    Felgueiras    Margaride (Sta. Eulália)    9 451     617
Porto    Felgueiras    Moure    1 177     343
Porto    Felgueiras    Pedreira    1 725     350
Porto    Felgueiras    Penacova    1 135     320
Porto    Felgueiras    Pinheiro    995    332
Porto    Felgueiras    Pombeiro de Ribavizela    2 142     461
Porto    Felgueiras    Rande    962    211
Porto    Felgueiras    Refontoura    1 974     352
Porto    Felgueiras    Regilde    1 164     258
Porto    Felgueiras    Revinhade    810    403
Porto    Felgueiras    Santão    870    242
Porto    Felgueiras    Sendim    1 775     648
Porto    Felgueiras    Sernande    891    126
Porto    Felgueiras    Sousa    1 080     152
Porto    Felgueiras    Torrados    2 560     333
Porto    Felgueiras    Unhão    866    362
Porto    Felgueiras    Várzea    2 412     255
Porto    Felgueiras    Varziela    1 985     280
Porto    Felgueiras    Vila Cova da Lixa    3 150     460
Porto    Felgueiras    Vila Fria    664    201
Porto    Felgueiras    Vila Verde    714    122
Porto    Felgueiras    Vizela (S. Jorge)    596    125
Porto    Gondomar    Alvarenga    439    191
Porto    Gondomar    Aveleda    1 952     369
Porto    Gondomar    Barrosas (Santo Estevão)    933    470
Porto    Gondomar    Boim    2 262     365
Porto    Gondomar    Caíde de Rei    2 636     666
Porto    Gondomar    Casais    1 405     251
Porto    Gondomar    Cernadelo    728    192
Porto    Gondomar    Covas    763    129
Porto    Gondomar    Cristelos    2 709     297
Porto    Gondomar    Figueiras    1 242     286
Porto    Gondomar    Lodares    1 737     358
Porto    Gondomar    Lousada (Sta. Margarida)    405    189
Porto    Gondomar    Lousada (S. Miguel)    948    269
Porto    Gondomar    Lustosa    4 437     1 038
Porto    Gondomar    Macieira    1 421     142
Porto    Gondomar    Meinedo    4 278     843
Porto    Gondomar    Nespereira    1 793     262
Porto    Gondomar    Nevogilde    2 638     361
Porto    Gondomar    Nogueira    1 060     193
Porto    Gondomar    Ordem    1 294     273
Porto    Gondomar    Pias    1 081     270
Porto    Gondomar    Silvares    2 798     575
Porto    Gondomar    Sousela    1 854     708
Porto    Gondomar    Torno    2 452     335
Porto    Gondomar    Vilar do Torno e Alentém    1 447     457
Porto    Lousada    Alvarenga    439    191
Porto    Lousada    Aveleda    1 952     369
Porto    Lousada    Barrosas (Santo Estevão)    933    470
Porto    Lousada    Boim    2 262     365
Porto    Lousada    Caíde de Rei    2 636     666
Porto    Lousada    Casais    1 405     251
Porto    Lousada    Cernadelo    728    192
Porto    Lousada    Covas    763    129
Porto    Lousada    Cristelos    2 709     297
Porto    Lousada    Figueiras    1 242     286
Porto    Lousada    Lodares    1 737     358
Porto    Lousada    Lousada (Sta. Margarida)    405    189
Porto    Lousada    Lousada (S. Miguel)    948    269
Porto    Lousada    Lustosa    4 437     1 038
Porto    Lousada    Macieira    1 421     142
Porto    Lousada    Meinedo    4 278     843
Porto    Lousada    Nespereira    1 793     262
Porto    Lousada    Nevogilde    2 638     361
Porto    Lousada    Nogueira    1 060     193
Porto    Lousada    Ordem    1 294     273
Porto    Lousada    Pias    1 081     270
Porto    Lousada    Silvares    2 798     575
Porto    Lousada    Sousela    1 854     708
Porto    Lousada    Torno    2 452     335
Porto    Lousada    Vilar do Torno e Alentém    1 447     457
Porto    Maia    Águas Santas    25 249     786
Porto    Maia    Avioso (Sta. Maria)    3 360     464
Porto    Maia    Avioso (S. Pedro)    2 629     485
Porto    Maia    Barca    2 769     313
Porto    Maia    Folgosa    3 603     1 030
Porto    Maia    Gemunde    4 765     537
Porto    Maia    Gondim    1 929     138
Porto    Maia    Gueifães    11 532     298
Porto    Maia    Maia    9 816     361
Porto    Maia    Milheirós    4 237     342
Porto    Maia    Moreira    10 280     875
Porto    Maia    Nogueira    4 478     408
Porto    Maia    Pedrouços    11 868     225
Porto    Maia    S. Pedro Fins    1 838     523
Porto    Maia    Silva Escura    2 113     558
Porto    Maia    Vermoim    14 277     421
Porto    Maia    Vila Nova da Telha    5 368     606
Porto    Marco de Canaveses    Alpendurada e Matos    4 883     836
Porto    Marco de Canaveses    Ariz    1 772     407
Porto    Marco de Canaveses    Avessadas    1 242     505
Porto    Marco de Canaveses    Banho e Carvalhosa    1 470     483
Porto    Marco de Canaveses    Constance    1 639     355
Porto    Marco de Canaveses    Favões    1 098     357
Porto    Marco de Canaveses    Folhada    736    881
Porto    Marco de Canaveses    Fornos    3 303     247
Porto    Marco de Canaveses    Freixo    745    386
Porto    Marco de Canaveses    Magrelos    982    325
Porto    Marco de Canaveses    Manhuncelos    504    525
Porto    Marco de Canaveses    Maureles    402    362
Porto    Marco de Canaveses    Paços de Gaiolo    1 092     789
Porto    Marco de Canaveses    Paredes de Viadores    1 185     803
Porto    Marco de Canaveses    Penha Longa    2 196     1 220
Porto    Marco de Canaveses    Rio de Galinhas    1 841     178
Porto    Marco de Canaveses    Rosem    208    685
Porto    Marco de Canaveses    Sande    2 009     785
Porto    Marco de Canaveses    Santo Isidoro    1 590     373
Porto    Marco de Canaveses    S. Lourenço do Douro    951    394
Porto    Marco de Canaveses    S. Nicolau    491    85
Porto    Marco de Canaveses    Soalhães    3 817     2 340
Porto    Marco de Canaveses    Sobretâmega    1 124     407
Porto    Marco de Canaveses    Tabuado    1 387     864
Porto    Marco de Canaveses    Torrão    948    184
Porto    Marco de Canaveses    Toutosa    557    98
Porto    Marco de Canaveses    Tuias    3 218     578
Porto    Marco de Canaveses    Várzea da Ovelha e Aliviada    2 294     1 436
Porto    Marco de Canaveses    Várzea do Douro    2 015     525
Porto    Marco de Canaveses    Vila Boa de Quires    3 635     1 618
Porto    Marco de Canaveses    Vila Boa do Bispo    3 085     1 171 
Porto    Matosinhos    Custóias    18 065     578
Porto    Matosinhos    Guifões    9 686     353
Porto    Matosinhos    Lavra    9 408     1 060
Porto    Matosinhos    Leça da Palmeira    17 215     597
Porto    Matosinhos    Leça do Bailio    15 673     888
Porto    Matosinhos    Matosinhos    28 488     531
Porto    Matosinhos    Perafita    12 298     947
Porto    Matosinhos    Sta. Cruz do Bispo    6 108     375
Porto    Matosinhos    S. Mamede de Infesta    23 542     521
Porto    Matosinhos    Senhora da Hora    26 543     380
Porto    Paços de Ferreira    Arreigada    2 117     216
Porto    Paços de Ferreira    Carvalhosa    4 257     597
Porto    Paços de Ferreira    Codessos    856    210
Porto    Paços de Ferreira    Eiriz    2 123     486
Porto    Paços de Ferreira    Ferreira    4 085     589
Porto    Paços de Ferreira    Figueiró    2 286     257
Porto    Paços de Ferreira    Frazão    4 276     535
Porto    Paços de Ferreira    Freamunde    7 452     468
Porto    Paços de Ferreira    Lamoso    1 710     302
Porto    Paços de Ferreira    Meixomil    3 348     431
Porto    Paços de Ferreira    Modelos    1 651     245
Porto    Paços de Ferreira    Paços de Ferreira    6 021     499
Porto    Paços de Ferreira    Penamaior    3 619     791
Porto    Paços de Ferreira    Raimonda    2 518     381
Porto    Paços de Ferreira    Sanfins de Ferreira    3 005     653
Porto    Paços de Ferreira    Seroa    3 661     605
Porto    Paredes    Aguiar de Sousa    1 600     2 232
Porto    Paredes    Astromil    784    139
Porto    Paredes    Baltar    4 666     770
Porto    Paredes    Beire    2 256     338
Porto    Paredes    Besteiros    1 412     270
Porto    Paredes    Bitarães    2 536     352
Porto    Paredes    Castelões de Cepeda    7 299     369
Porto    Paredes    Cete    2 517     435
Porto    Paredes    Cristelo    1 914     115
Porto    Paredes    Duas Igrejas    3 843     410
Porto    Paredes    Gandra    5 804     1 206
Porto    Paredes    Gondalães    1 050     195
Porto    Paredes    Lordelo    9 930     925
Porto    Paredes    Louredo    1 364     288
Porto    Paredes    Madalena    1 725     116
Porto    Paredes    Mouriz    2 911     491
Porto    Paredes    Parada de Todeia    1 844     364
Porto    Paredes    Rebordosa    10 813     1 117
Porto    Paredes    Recarei    4 686     1 663
